Installs by language
Date,Arabic,Bulgarian,Catalan,Chinese (China),Chinese (Taiwan),Croatian,Czech,Danish,Dutch,English,English (United Kingdom),English (United States),Estonian,Finnish,French,German,Greek,Hebrew,Hungarian,Indonesian,Italian,Japanese,Korean,Latvian,Lithuanian,Norwegian,Persian,Polish,Portuguese (Brazil),Portuguese (Portugal),Romanian,Russian,Serbian,Slovak,Slovenian,Spanish,Swedish,Thai,Turkish,Ukrainian,Vietnamese,en-ca,fr-ca
4/29/22,0,0,0,0,1,0,0,0,2,0,5,33,0,0,2,5,0,0,0,0,1,0,1,0,0,1,0,3,5,1,0,1,0,0,0,4,0,0,0,0,0,0,0
4/30/22,0,0,0,5,0,1,0,0,0,0,7,39,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,2,3,0,0,7,0,0,0,3,0,0,1,0,0,0,0
5/1/22,0,0,0,1,0,0,1,0,3,0,6,50,0,0,0,3,0,1,0,1,3,1,0,0,0,0,0,1,5,2,0,5,0,1,0,6,0,0,0,0,0,0,0
5/2/22,0,1,0,1,2,0,3,0,5,0,9,60,0,3,3,4,1,1,0,3,1,0,1,0,0,0,0,2,6,1,0,4,0,0,1,1,0,1,2,0,2,0,0
5/3/22,0,0,0,2,1,0,0,0,1,0,2,26,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,6,1,0,3,0,1,0,2,0,0,0,0,2,0,0
5/4/22,0,0,0,1,1,0,0,0,0,0,2,16,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5/5/22,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5/6/22,0,0,0,2,0,0,0,0,0,0,14,61,0,0,1,1,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0
5/7/22,0,0,0,0,1,0,0,0,0,0,6,46,0,0,1,1,0,0,0,13,0,1,1,0,0,0,2,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0
5/8/22,0,0,0,0,0,0,0,1,0,0,7,29,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0
5/9/22,0,0,0,1,0,0,0,0,1,0,8,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,1,0,0
